passenger_id,name,flight_number,loyalty_tier
AL2417_P65,Passenger_65,AL2417,Basic
AL2417_P66,Passenger_66,AL2417,1K
AL2417_P67,Passenger_67,AL2417,Basic
AL2417_P68,Passenger_68,AL2417,Basic
AL2417_P69,Passenger_69,AL2417,Basic
AL2417_P70,Passenger_70,AL2417,Basic
AL2417_P71,Passenger_71,AL2417,Silver
AL2417_P72,Passenger_72,AL2417,Basic
AL2417_P73,Passenger_73,AL2417,Basic
AL2417_P74,Passenger_74,AL2417,Silver
AL2417_P75,Passenger_75,AL2417,Basic
AL2417_P76,Passenger_76,AL2417,Basic
AL2417_P77,Passenger_77,AL2417,Basic
AL2417_P78,Passenger_78,AL2417,Basic
AL7037_P0,Passenger_0,AL7037,Basic
AL7037_P1,Passenger_1,AL7037,Basic
AL7037_P2,Passenger_2,AL7037,Basic
AL7037_P3,Passenger_3,AL7037,Basic
AL7037_P4,Passenger_4,AL7037,Basic
AL7037_P5,Passenger_5,AL7037,Silver
AL7037_P6,Passenger_6,AL7037,Basic
AL7037_P7,Passenger_7,AL7037,Silver
AL7037_P8,Passenger_8,AL7037,Silver
AL7037_P9,Passenger_9,AL7037,Basic
AL7037_P10,Passenger_10,AL7037,Gold
AL7037_P11,Passenger_11,AL7037,Basic
AL7037_P12,Passenger_12,AL7037,Silver
AL7037_P13,Passenger_13,AL7037,Silver
AL7037_P14,Passenger_14,AL7037,Basic
AL7037_P15,Passenger_15,AL7037,Gold
AL7037_P16,Passenger_16,AL7037,Basic
AL7037_P17,Passenger_17,AL7037,Silver
AL7037_P18,Passenger_18,AL7037,Basic
AL7037_P19,Passenger_19,AL7037,Silver
AL7037_P20,Passenger_20,AL7037,Basic
AL7037_P21,Passenger_21,AL7037,Basic
AL7037_P22,Passenger_22,AL7037,Basic
AL7037_P23,Passenger_23,AL7037,Gold
AL7037_P24,Passenger_24,AL7037,Silver
AL7037_P25,Passenger_25,AL7037,Basic
AL7037_P26,Passenger_26,AL7037,Basic
AL7037_P27,Passenger_27,AL7037,Silver
AL7037_P28,Passenger_28,AL7037,Basic
AA1398_P0,Passenger_0,AA1398,Basic
AA1398_P1,Passenger_1,AA1398,Basic
AA1398_P2,Passenger_2,AA1398,Gold
AA1398_P3,Passenger_3,AA1398,1K
AA1398_P4,Passenger_4,AA1398,Basic
AA1398_P5,Passenger_5,AA1398,Basic
AA1398_P6,Passenger_6,AA1398,Basic
AA1398_P7,Passenger_7,AA1398,Basic
AA1398_P8,Passenger_8,AA1398,Basic
AA1398_P9,Passenger_9,AA1398,Basic
AA1398_P10,Passenger_10,AA1398,Silver
AA1398_P11,Passenger_11,AA1398,Basic
AA1398_P12,Passenger_12,AA1398,Silver
AA1398_P13,Passenger_13,AA1398,Basic
AA1398_P14,Passenger_14,AA1398,Gold
AA1398_P15,Passenger_15,AA1398,Gold
AA1398_P16,Passenger_16,AA1398,Basic
AA1398_P17,Passenger_17,AA1398,Basic
AA1398_P18,Passenger_18,AA1398,Silver
AA1398_P19,Passenger_19,AA1398,Silver
AA1398_P20,Passenger_20,AA1398,Basic
AA1398_P21,Passenger_21,AA1398,Gold
AA1398_P22,Passenger_22,AA1398,Basic
AA1398_P23,Passenger_23,AA1398,Gold
AA1398_P24,Passenger_24,AA1398,Silver
AA1398_P25,Passenger_25,AA1398,Basic
AA1398_P26,Passenger_26,AA1398,Silver
AA1398_P27,Passenger_27,AA1398,Basic
AA1398_P28,Passenger_28,AA1398,Silver
AA1398_P29,Passenger_29,AA1398,Basic
AA1398_P30,Passenger_30,AA1398,Basic
AA1398_P31,Passenger_31,AA1398,Silver
AA1398_P32,Passenger_32,AA1398,Gold
AA1398_P33,Passenger_33,AA1398,Basic
AA1398_P34,Passenger_34,AA1398,Silver
AA1398_P35,Passenger_35,AA1398,Basic
AA1398_P36,Passenger_36,AA1398,Basic
AA1398_P37,Passenger_37,AA1398,Basic
AA1398_P38,Passenger_38,AA1398,Basic
AA1398_P39,Passenger_39,AA1398,Basic
AA1398_P40,Passenger_40,AA1398,Gold
SW7942_P0,Passenger_0,SW7942,Basic
SW7942_P1,Passenger_1,SW7942,Silver
SW7942_P2,Passenger_2,SW7942,Silver
SW7942_P3,Passenger_3,SW7942,Basic
SW7942_P4,Passenger_4,SW7942,Basic
SW7942_P5,Passenger_5,SW7942,1K
SW7942_P6,Passenger_6,SW7942,Basic
SW7942_P7,Passenger_7,SW7942,Basic
SW7942_P8,Passenger_8,SW7942,Silver
SW7942_P9,Passenger_9,SW7942,Silver
SW7942_P10,Passenger_10,SW7942,Basic
SW7942_P11,Passenger_11,SW7942,Basic
SW7942_P12,Passenger_12,SW7942,Basic
SW7942_P13,Passenger_13,SW7942,Basic
SW7942_P14,Passenger_14,SW7942,Basic
SW7942_P15,Passenger_15,SW7942,1K
SW7942_P16,Passenger_16,SW7942,Gold
SW7942_P17,Passenger_17,SW7942,Basic
SW7942_P18,Passenger_18,SW7942,Gold
SW7942_P19,Passenger_19,SW7942,Basic
SW7942_P20,Passenger_20,SW7942,Gold
SW7942_P21,Passenger_21,SW7942,Basic
SW7942_P22,Passenger_22,SW7942,Basic
SW7942_P23,Passenger_23,SW7942,Gold
SW7942_P24,Passenger_24,SW7942,Basic
SW7942_P25,Passenger_25,SW7942,Silver
SW7942_P26,Passenger_26,SW7942,Basic
SW7942_P27,Passenger_27,SW7942,Silver
SW7942_P28,Passenger_28,SW7942,Silver
SW7942_P29,Passenger_29,SW7942,Basic
SW7942_P30,Passenger_30,SW7942,Basic
SW7942_P31,Passenger_31,SW7942,Basic
SW7942_P32,Passenger_32,SW7942,Basic
SW7942_P33,Passenger_33,SW7942,Silver
SW7942_P34,Passenger_34,SW7942,Silver
SW7942_P35,Passenger_35,SW7942,Basic
SW7942_P36,Passenger_36,SW7942,Basic
SW7942_P37,Passenger_37,SW7942,Basic
SW7942_P38,Passenger_38,SW7942,Basic
SW7942_P39,Passenger_39,SW7942,Basic
SW7942_P40,Passenger_40,SW7942,Basic
SW7942_P41,Passenger_41,SW7942,Silver
SW7942_P42,Passenger_42,SW7942,Silver
SW7942_P43,Passenger_43,SW7942,Basic
SW7942_P44,Passenger_44,SW7942,Basic
SW7942_P45,Passenger_45,SW7942,Basic
SW7942_P46,Passenger_46,SW7942,Silver
SW7942_P47,Passenger_47,SW7942,Basic
SW7942_P48,Passenger_48,SW7942,Silver
SW7942_P49,Passenger_49,SW7942,Silver
SW7942_P50,Passenger_50,SW7942,Basic
SW7942_P51,Passenger_51,SW7942,Basic
SW7942_P52,Passenger_52,SW7942,Basic
SW7942_P53,Passenger_53,SW7942,Gold
SW7942_P54,Passenger_54,SW7942,Basic
SW7942_P55,Passenger_55,SW7942,Basic
SW7942_P56,Passenger_56,SW7942,Basic
SW7942_P57,Passenger_57,SW7942,Silver
SW7942_P58,Passenger_58,SW7942,Basic
SW7942_P59,Passenger_59,SW7942,Basic
SW7942_P60,Passenger_60,SW7942,Gold
SW7942_P61,Passenger_61,SW7942,Basic
SW7942_P62,Passenger_62,SW7942,Silver
SW7942_P63,Passenger_63,SW7942,Basic
SW7732_P0,Passenger_0,SW7732,Basic
SW7732_P1,Passenger_1,SW7732,Basic
SW7732_P2,Passenger_2,SW7732,Silver
SW7732_P3,Passenger_3,SW7732,Basic
SW7732_P4,Passenger_4,SW7732,Silver
SW7732_P5,Passenger_5,SW7732,Silver
SW7732_P6,Passenger_6,SW7732,1K
SW7732_P7,Passenger_7,SW7732,Basic
SW7732_P8,Passenger_8,SW7732,Basic
SW7732_P9,Passenger_9,SW7732,Basic
SW7732_P10,Passenger_10,SW7732,Basic
SW7732_P11,Passenger_11,SW7732,Silver
SW7732_P12,Passenger_12,SW7732,Gold
SW7732_P13,Passenger_13,SW7732,Basic
SW7732_P14,Passenger_14,SW7732,Basic
SW7732_P15,Passenger_15,SW7732,Gold
SW7732_P16,Passenger_16,SW7732,Basic
SW7732_P17,Passenger_17,SW7732,Basic
SW7732_P18,Passenger_18,SW7732,Basic
SW7732_P19,Passenger_19,SW7732,Silver
SW7732_P20,Passenger_20,SW7732,Basic
SW7732_P21,Passenger_21,SW7732,Silver
SW7732_P22,Passenger_22,SW7732,Basic
SW7732_P23,Passenger_23,SW7732,Silver
SW7732_P24,Passenger_24,SW7732,Basic
SW7732_P25,Passenger_25,SW7732,Silver
SW7732_P26,Passenger_26,SW7732,Basic
SW7732_P27,Passenger_27,SW7732,Basic
SW7732_P28,Passenger_28,SW7732,Basic
SW7732_P29,Passenger_29,SW7732,Basic
SW7732_P30,Passenger_30,SW7732,Basic
SW7732_P31,Passenger_31,SW7732,Basic
SW7732_P32,Passenger_32,SW7732,1K
SW7732_P33,Passenger_33,SW7732,Basic
SW7732_P34,Passenger_34,SW7732,Gold
SW7732_P35,Passenger_35,SW7732,Silver
SW7732_P36,Passenger_36,SW7732,Basic
SW7732_P37,Passenger_37,SW7732,Basic
SW7732_P38,Passenger_38,SW7732,Basic
SW7732_P39,Passenger_39,SW7732,Basic
SW7732_P40,Passenger_40,SW7732,Gold
SW7732_P41,Passenger_41,SW7732,Basic
SW7732_P42,Passenger_42,SW7732,Silver
SW7732_P43,Passenger_43,SW7732,Basic
SW7732_P44,Passenger_44,SW7732,Gold
SW7732_P45,Passenger_45,SW7732,Silver
SW7732_P46,Passenger_46,SW7732,Gold
SW7732_P47,Passenger_47,SW7732,Silver
SW7732_P48,Passenger_48,SW7732,Gold
SW7732_P49,Passenger_49,SW7732,1K
SW7732_P50,Passenger_50,SW7732,Basic
SW7732_P51,Passenger_51,SW7732,Basic
SW7732_P52,Passenger_52,SW7732,Basic
SW7732_P53,Passenger_53,SW7732,Silver
SW7732_P54,Passenger_54,SW7732,Silver
SW7732_P55,Passenger_55,SW7732,Basic
SW7732_P56,Passenger_56,SW7732,Basic
SW7732_P57,Passenger_57,SW7732,Basic
SW7732_P58,Passenger_58,SW7732,Basic
SW7732_P59,Passenger_59,SW7732,Gold
SW7732_P60,Passenger_60,SW7732,Basic
SW7732_P61,Passenger_61,SW7732,Gold
SW7732_P62,Passenger_62,SW7732,Silver
SW7732_P63,Passenger_63,SW7732,Basic
SW7732_P64,Passenger_64,SW7732,Basic
SW7732_P65,Passenger_65,SW7732,Basic
SW7732_P66,Passenger_66,SW7732,Basic
SW7732_P67,Passenger_67,SW7732,Basic
SW7732_P68,Passenger_68,SW7732,Silver
SW7732_P69,Passenger_69,SW7732,Gold
SW7732_P70,Passenger_70,SW7732,Silver
SW7732_P71,Passenger_71,SW7732,Gold
SW7732_P72,Passenger_72,SW7732,Basic
SW7732_P73,Passenger_73,SW7732,Basic
SW7732_P74,Passenger_74,SW7732,Basic
SW7732_P75,Passenger_75,SW7732,Silver
SW7732_P76,Passenger_76,SW7732,Gold
SW7732_P77,Passenger_77,SW7732,Basic
SW7732_P78,Passenger_78,SW7732,Basic
SW7732_P79,Passenger_79,SW7732,Basic
SW7732_P80,Passenger_80,SW7732,Basic
SW7732_P81,Passenger_81,SW7732,Basic
SW7732_P82,Passenger_82,SW7732,Silver
SW7732_P83,Passenger_83,SW7732,Silver
SW7732_P84,Passenger_84,SW7732,Basic
SW7732_P85,Passenger_85,SW7732,Basic
SW7732_P86,Passenger_86,SW7732,Basic
SW7732_P87,Passenger_87,SW7732,Basic
SW7732_P88,Passenger_88,SW7732,Basic
SW7732_P89,Passenger_89,SW7732,Silver
SW7732_P90,Passenger_90,SW7732,Silver
SW7732_P91,Passenger_91,SW7732,Basic
SW7732_P92,Passenger_92,SW7732,Basic
SW7732_P93,Passenger_93,SW7732,Basic
SW7732_P94,Passenger_94,SW7732,Basic
SW7732_P95,Passenger_95,SW7732,1K
SW7732_P96,Passenger_96,SW7732,1K
SW7732_P97,Passenger_97,SW7732,Basic
SW7732_P98,Passenger_98,SW7732,Basic
SW7732_P99,Passenger_99,SW7732,Silver
SW7732_P100,Passenger_100,SW7732,Basic
SW7732_P101,Passenger_101,SW7732,Basic
SW7732_P102,Passenger_102,SW7732,Basic
SW7732_P103,Passenger_103,SW7732,Basic
SW7732_P104,Passenger_104,SW7732,Basic
SW7732_P105,Passenger_105,SW7732,Basic
SW7732_P106,Passenger_106,SW7732,Basic
SW7732_P107,Passenger_107,SW7732,Basic
SW7732_P108,Passenger_108,SW7732,Basic
SW7732_P109,Passenger_109,SW7732,Basic
SW7732_P110,Passenger_110,SW7732,Basic
SW7732_P111,Passenger_111,SW7732,Basic
SW7732_P112,Passenger_112,SW7732,Basic
SW7732_P113,Passenger_113,SW7732,Gold
SW7732_P114,Passenger_114,SW7732,Basic
SW7732_P115,Passenger_115,SW7732,Silver
SW7732_P116,Passenger_116,SW7732,Basic
SW7732_P117,Passenger_117,SW7732,Basic
SW7732_P118,Passenger_118,SW7732,Silver
SW7732_P119,Passenger_119,SW7732,Basic
SW7732_P120,Passenger_120,SW7732,Silver
SW7732_P121,Passenger_121,SW7732,Basic
SW7732_P122,Passenger_122,SW7732,Basic
SW7732_P123,Passenger_123,SW7732,Silver
SW7732_P124,Passenger_124,SW7732,Basic
SW3442_P0,Passenger_0,SW3442,Basic
SW3442_P1,Passenger_1,SW3442,Silver
SW3442_P2,Passenger_2,SW3442,Basic
SW3442_P3,Passenger_3,SW3442,Basic
SW3442_P4,Passenger_4,SW3442,Basic
SW3442_P5,Passenger_5,SW3442,Basic
SW3442_P6,Passenger_6,SW3442,Basic
SW3442_P7,Passenger_7,SW3442,Basic
SW3442_P8,Passenger_8,SW3442,Basic
SW3442_P9,Passenger_9,SW3442,Basic
SW3442_P10,Passenger_10,SW3442,Basic
SW3442_P11,Passenger_11,SW3442,Basic
SW3442_P12,Passenger_12,SW3442,Basic
SW3442_P13,Passenger_13,SW3442,Silver
SW3442_P14,Passenger_14,SW3442,Basic
SW3442_P15,Passenger_15,SW3442,Basic
SW3442_P16,Passenger_16,SW3442,1K
SW3442_P17,Passenger_17,SW3442,Gold
SW3442_P18,Passenger_18,SW3442,Basic
SW3442_P19,Passenger_19,SW3442,Basic
SW3442_P20,Passenger_20,SW3442,Basic
SW3442_P21,Passenger_21,SW3442,Gold
SW3442_P22,Passenger_22,SW3442,Silver
SW3442_P23,Passenger_23,SW3442,Basic
SW3442_P24,Passenger_24,SW3442,Basic
SW3442_P25,Passenger_25,SW3442,Basic
SW3442_P26,Passenger_26,SW3442,Basic
SW3442_P27,Passenger_27,SW3442,Basic
SW3442_P28,Passenger_28,SW3442,Basic
SW3442_P29,Passenger_29,SW3442,Silver
SW3442_P30,Passenger_30,SW3442,Basic
SW3442_P31,Passenger_31,SW3442,Basic
SW3442_P32,Passenger_32,SW3442,1K
SW3442_P33,Passenger_33,SW3442,Silver
SW3442_P34,Passenger_34,SW3442,Silver
SW3442_P35,Passenger_35,SW3442,Basic
SW3442_P36,Passenger_36,SW3442,Basic
SW3442_P37,Passenger_37,SW3442,Basic
SW3442_P38,Passenger_38,SW3442,Silver
SW3442_P39,Passenger_39,SW3442,Silver
SW3442_P40,Passenger_40,SW3442,Silver
SW3442_P41,Passenger_41,SW3442,1K
SW3442_P42,Passenger_42,SW3442,Gold
SW3442_P43,Passenger_43,SW3442,Basic
SW3442_P44,Passenger_44,SW3442,Basic
SW3442_P45,Passenger_45,SW3442,Gold
SW3442_P46,Passenger_46,SW3442,Basic
SW3442_P47,Passenger_47,SW3442,Silver
SW3442_P48,Passenger_48,SW3442,Basic
SW3442_P49,Passenger_49,SW3442,Silver
SW3442_P50,Passenger_50,SW3442,Basic
SW3442_P51,Passenger_51,SW3442,Basic
SW3442_P52,Passenger_52,SW3442,Silver
SW3442_P53,Passenger_53,SW3442,Silver
SW3442_P54,Passenger_54,SW3442,Basic
SW3442_P55,Passenger_55,SW3442,Basic
SW3442_P56,Passenger_56,SW3442,Basic
SW3442_P57,Passenger_57,SW3442,Basic
SW3442_P58,Passenger_58,SW3442,Basic
SW3442_P59,Passenger_59,SW3442,Basic
SW3442_P60,Passenger_60,SW3442,Basic
SW3442_P61,Passenger_61,SW3442,Basic
SW3442_P62,Passenger_62,SW3442,Basic
SW3442_P63,Passenger_63,SW3442,Basic
SW3442_P64,Passenger_64,SW3442,Basic
SW3442_P65,Passenger_65,SW3442,Gold
SW3442_P66,Passenger_66,SW3442,Basic
SW3442_P67,Passenger_67,SW3442,Basic
SW3442_P68,Passenger_68,SW3442,Basic
SW3442_P69,Passenger_69,SW3442,Basic
SW3442_P70,Passenger_70,SW3442,Gold
SW3442_P71,Passenger_71,SW3442,Basic
SW3442_P72,Passenger_72,SW3442,Basic
SW3442_P73,Passenger_73,SW3442,Basic
SW3442_P74,Passenger_74,SW3442,1K
SW3442_P75,Passenger_75,SW3442,Basic
SW3442_P76,Passenger_76,SW3442,Basic
SW3442_P77,Passenger_77,SW3442,Basic
SW3442_P78,Passenger_78,SW3442,Basic
SW3442_P79,Passenger_79,SW3442,Silver
SW3442_P80,Passenger_80,SW3442,Basic
SW3442_P81,Passenger_81,SW3442,Gold
SW3442_P82,Passenger_82,SW3442,Basic
SW3442_P83,Passenger_83,SW3442,Silver
SW3442_P84,Passenger_84,SW3442,Silver
SW3442_P85,Passenger_85,SW3442,Basic
SW3442_P86,Passenger_86,SW3442,Silver
SW3442_P87,Passenger_87,SW3442,1K
SW3442_P88,Passenger_88,SW3442,Silver
SW3442_P89,Passenger_89,SW3442,Basic
SW3442_P90,Passenger_90,SW3442,Basic
SW3442_P91,Passenger_91,SW3442,Basic
SW3442_P92,Passenger_92,SW3442,Basic
SW3442_P93,Passenger_93,SW3442,Basic
SW3442_P94,Passenger_94,SW3442,Gold
SW3442_P95,Passenger_95,SW3442,Silver
SW3442_P96,Passenger_96,SW3442,Basic
SW3442_P97,Passenger_97,SW3442,Gold
SW3442_P98,Passenger_98,SW3442,Silver
SW3442_P99,Passenger_99,SW3442,Basic
SW3442_P100,Passenger_100,SW3442,Gold
SW3442_P101,Passenger_101,SW3442,Gold
SW3442_P102,Passenger_102,SW3442,Basic
SW3442_P103,Passenger_103,SW3442,Basic
SW3442_P104,Passenger_104,SW3442,Gold
SW3442_P105,Passenger_105,SW3442,Basic
SW3442_P106,Passenger_106,SW3442,Gold
SW3442_P107,Passenger_107,SW3442,Silver
SW3442_P108,Passenger_108,SW3442,Basic
SW3442_P109,Passenger_109,SW3442,Basic
SW3442_P110,Passenger_110,SW3442,Gold
SW3442_P111,Passenger_111,SW3442,Basic
SW3442_P112,Passenger_112,SW3442,Basic
SW3442_P113,Passenger_113,SW3442,Basic
SW3442_P114,Passenger_114,SW3442,Gold
SW3442_P115,Passenger_115,SW3442,Basic
SW3442_P116,Passenger_116,SW3442,Basic
SW3442_P117,Passenger_117,SW3442,Gold
SW3442_P118,Passenger_118,SW3442,Basic
SW3442_P119,Passenger_119,SW3442,Basic
SW3442_P120,Passenger_120,SW3442,1K
SW3442_P121,Passenger_121,SW3442,Basic
SW3442_P122,Passenger_122,SW3442,Basic
SW3442_P123,Passenger_123,SW3442,Basic
UA6706_P0,Passenger_0,UA6706,Basic
UA6706_P1,Passenger_1,UA6706,Basic
UA6706_P2,Passenger_2,UA6706,Basic
UA6706_P3,Passenger_3,UA6706,Basic
UA6706_P4,Passenger_4,UA6706,Basic
UA6706_P5,Passenger_5,UA6706,Gold
UA6706_P6,Passenger_6,UA6706,Silver
UA6706_P7,Passenger_7,UA6706,Basic
UA6706_P8,Passenger_8,UA6706,Basic
UA6706_P9,Passenger_9,UA6706,Silver
UA6706_P10,Passenger_10,UA6706,Basic
UA6706_P11,Passenger_11,UA6706,Basic
UA6706_P12,Passenger_12,UA6706,Basic
UA6706_P13,Passenger_13,UA6706,Silver
UA6706_P14,Passenger_14,UA6706,Basic
UA6706_P15,Passenger_15,UA6706,Basic
UA6706_P16,Passenger_16,UA6706,1K
UA6706_P17,Passenger_17,UA6706,Silver
UA6706_P18,Passenger_18,UA6706,Basic
UA6706_P19,Passenger_19,UA6706,Silver
UA6706_P20,Passenger_20,UA6706,Basic
UA6706_P21,Passenger_21,UA6706,Basic
UA6706_P22,Passenger_22,UA6706,Silver
UA6706_P23,Passenger_23,UA6706,Silver
UA6706_P24,Passenger_24,UA6706,Basic
UA6706_P25,Passenger_25,UA6706,Silver
UA6706_P26,Passenger_26,UA6706,Basic
UA6706_P27,Passenger_27,UA6706,Basic
UA6706_P28,Passenger_28,UA6706,Basic
UA6706_P29,Passenger_29,UA6706,Basic
UA6706_P30,Passenger_30,UA6706,Silver
UA6706_P31,Passenger_31,UA6706,Basic
UA6706_P32,Passenger_32,UA6706,Gold
UA6706_P33,Passenger_33,UA6706,Basic
UA6706_P34,Passenger_34,UA6706,Gold
UA6706_P35,Passenger_35,UA6706,Basic
UA6706_P36,Passenger_36,UA6706,Basic
UA6706_P37,Passenger_37,UA6706,Basic
UA6706_P38,Passenger_38,UA6706,Basic
UA6706_P39,Passenger_39,UA6706,Basic
UA6706_P40,Passenger_40,UA6706,Gold
UA6706_P41,Passenger_41,UA6706,Basic
UA6706_P42,Passenger_42,UA6706,Silver
UA6706_P43,Passenger_43,UA6706,Basic
UA6706_P44,Passenger_44,UA6706,Basic
SW5239_P0,Passenger_0,SW5239,Silver
SW5239_P1,Passenger_1,SW5239,Gold
SW5239_P2,Passenger_2,SW5239,Basic
SW5239_P3,Passenger_3,SW5239,Silver
SW5239_P4,Passenger_4,SW5239,Gold
SW5239_P5,Passenger_5,SW5239,Basic
SW5239_P6,Passenger_6,SW5239,Basic
SW5239_P7,Passenger_7,SW5239,Basic
SW5239_P8,Passenger_8,SW5239,Basic
SW5239_P9,Passenger_9,SW5239,Basic
SW5239_P10,Passenger_10,SW5239,Basic
SW5239_P11,Passenger_11,SW5239,Silver
SW5239_P12,Passenger_12,SW5239,Silver
SW5239_P13,Passenger_13,SW5239,Gold
SW5239_P14,Passenger_14,SW5239,Basic
SW5239_P15,Passenger_15,SW5239,Basic
SW5239_P16,Passenger_16,SW5239,Basic
SW5239_P17,Passenger_17,SW5239,Basic
SW5239_P18,Passenger_18,SW5239,Basic
SW5239_P19,Passenger_19,SW5239,Basic
SW5239_P20,Passenger_20,SW5239,Silver
SW5239_P21,Passenger_21,SW5239,Silver
SW5239_P22,Passenger_22,SW5239,Basic
SW5239_P23,Passenger_23,SW5239,Silver
SW5239_P24,Passenger_24,SW5239,Basic
SW5239_P25,Passenger_25,SW5239,Gold
SW5239_P26,Passenger_26,SW5239,Basic
SW5239_P27,Passenger_27,SW5239,Silver
SW5239_P28,Passenger_28,SW5239,Basic
SW5239_P29,Passenger_29,SW5239,Basic
SW5239_P30,Passenger_30,SW5239,Gold
SW5239_P31,Passenger_31,SW5239,Silver
SW5239_P32,Passenger_32,SW5239,Silver
SW5239_P33,Passenger_33,SW5239,Basic
SW5239_P34,Passenger_34,SW5239,Basic
SW5239_P35,Passenger_35,SW5239,Basic
SW5239_P36,Passenger_36,SW5239,Silver
SW5239_P37,Passenger_37,SW5239,Silver
SW5239_P38,Passenger_38,SW5239,Gold
SW5239_P39,Passenger_39,SW5239,Basic
SW5239_P40,Passenger_40,SW5239,Silver
SW5239_P41,Passenger_41,SW5239,Basic
SW5239_P42,Passenger_42,SW5239,Basic
SW5239_P43,Passenger_43,SW5239,Basic
SW5239_P44,Passenger_44,SW5239,Basic
SW5239_P45,Passenger_45,SW5239,Silver
SW5239_P46,Passenger_46,SW5239,Basic
SW5239_P47,Passenger_47,SW5239,Basic
SW5239_P48,Passenger_48,SW5239,Basic
SW5239_P49,Passenger_49,SW5239,1K
SW5239_P50,Passenger_50,SW5239,Basic
SW5239_P51,Passenger_51,SW5239,Silver
SW5239_P52,Passenger_52,SW5239,Basic
SW5239_P53,Passenger_53,SW5239,Basic
SW5239_P54,Passenger_54,SW5239,Basic
SW5239_P55,Passenger_55,SW5239,Basic
SW5239_P56,Passenger_56,SW5239,Silver
SW5239_P57,Passenger_57,SW5239,Basic
SW5239_P58,Passenger_58,SW5239,Basic
SW5239_P59,Passenger_59,SW5239,Basic
SW5239_P60,Passenger_60,SW5239,Basic
SW5239_P61,Passenger_61,SW5239,Gold
SW5239_P62,Passenger_62,SW5239,Silver
SW5239_P63,Passenger_63,SW5239,Basic
SW5239_P64,Passenger_64,SW5239,Silver
SW5239_P65,Passenger_65,SW5239,Basic
SW5239_P66,Passenger_66,SW5239,Basic
SW5239_P67,Passenger_67,SW5239,Basic
SW5239_P68,Passenger_68,SW5239,Gold
SW5239_P69,Passenger_69,SW5239,1K
SW5239_P70,Passenger_70,SW5239,Gold
SW5239_P71,Passenger_71,SW5239,Basic
SW5239_P72,Passenger_72,SW5239,Basic
SW5239_P73,Passenger_73,SW5239,Silver
SW5239_P74,Passenger_74,SW5239,Basic
SW5239_P75,Passenger_75,SW5239,Basic
SW5239_P76,Passenger_76,SW5239,Basic
SW5239_P77,Passenger_77,SW5239,Basic
SW5239_P78,Passenger_78,SW5239,Basic
SW5239_P79,Passenger_79,SW5239,Basic
SW5239_P80,Passenger_80,SW5239,Basic
SW5239_P81,Passenger_81,SW5239,Basic
SW5239_P82,Passenger_82,SW5239,Basic
SW5239_P83,Passenger_83,SW5239,Basic
SW5239_P84,Passenger_84,SW5239,Silver
SW5239_P85,Passenger_85,SW5239,Basic
SW5239_P86,Passenger_86,SW5239,1K
SW5239_P87,Passenger_87,SW5239,Basic
SW5239_P88,Passenger_88,SW5239,Silver
SW5239_P89,Passenger_89,SW5239,1K
SW5239_P90,Passenger_90,SW5239,Basic
SW5239_P91,Passenger_91,SW5239,Basic
SW5239_P92,Passenger_92,SW5239,Silver
JB4020_P0,Passenger_0,JB4020,Basic
JB4020_P1,Passenger_1,JB4020,Basic
JB4020_P2,Passenger_2,JB4020,Gold
JB4020_P3,Passenger_3,JB4020,Basic
JB4020_P4,Passenger_4,JB4020,Silver
JB4020_P5,Passenger_5,JB4020,Gold
JB4020_P6,Passenger_6,JB4020,Basic
JB4020_P7,Passenger_7,JB4020,Gold
JB4020_P8,Passenger_8,JB4020,Basic
JB4020_P9,Passenger_9,JB4020,Basic
JB4020_P10,Passenger_10,JB4020,Basic
JB4020_P11,Passenger_11,JB4020,Basic
JB4020_P12,Passenger_12,JB4020,Basic
JB4020_P13,Passenger_13,JB4020,Gold
JB4020_P14,Passenger_14,JB4020,Silver
JB4020_P15,Passenger_15,JB4020,Silver
JB4020_P16,Passenger_16,JB4020,Basic
JB4020_P17,Passenger_17,JB4020,Silver
JB4020_P18,Passenger_18,JB4020,1K
JB4020_P19,Passenger_19,JB4020,Gold
JB4020_P20,Passenger_20,JB4020,Basic
JB4020_P21,Passenger_21,JB4020,Basic
JB4020_P22,Passenger_22,JB4020,Silver
JB4020_P23,Passenger_23,JB4020,Basic
JB4020_P24,Passenger_24,JB4020,Basic
JB4020_P25,Passenger_25,JB4020,Basic
JB4020_P26,Passenger_26,JB4020,Basic
JB4020_P27,Passenger_27,JB4020,1K
JB4020_P28,Passenger_28,JB4020,Basic
JB4020_P29,Passenger_29,JB4020,1K
JB4020_P30,Passenger_30,JB4020,Basic
JB4020_P31,Passenger_31,JB4020,Silver
JB4020_P32,Passenger_32,JB4020,Basic
JB4020_P33,Passenger_33,JB4020,Silver
JB4020_P34,Passenger_34,JB4020,Basic
JB4020_P35,Passenger_35,JB4020,Basic
JB4020_P36,Passenger_36,JB4020,Basic
JB4020_P37,Passenger_37,JB4020,Basic
JB4020_P38,Passenger_38,JB4020,Basic
JB4020_P39,Passenger_39,JB4020,Silver
JB4020_P40,Passenger_40,JB4020,Basic
JB4020_P41,Passenger_41,JB4020,Gold
JB4020_P42,Passenger_42,JB4020,Gold
JB4020_P43,Passenger_43,JB4020,Gold
JB4020_P44,Passenger_44,JB4020,Basic
JB4020_P45,Passenger_45,JB4020,1K
UA9402_P0,Passenger_0,UA9402,Basic
UA9402_P1,Passenger_1,UA9402,Basic
